DEPTH,GR,SGR
466.1916,77.0137,
466.344,80.1699,
466.4964,80.839,
466.6488,79.7427,
466.8012,78.1459,
466.9536,75.2525,
467.106,74.768,
467.2584,77.4233,
467.4108,79.2534,
467.5632,80.3708,
467.7156,81.6722,
467.868,80.7875,
468.0204,78.3603,
468.1728,76.5586,
468.3252,77.3337,
468.4776,78.4205,
468.63,78.3321,
468.7824,80.299,
468.9348,80.1761,
469.0872,77.6966,
469.2396,77.965,
469.392,79.9967,
469.5444,80.9488,
469.6968,79.8848,
469.8492,78.7075,
470.0016,78.1368,
470.154,77.8406,
470.3064,77.7657,
470.4588,77.1934,
470.6112,76.5452,
470.7636,77.0844,
470.916,78.9641,
471.0684,79.6632,
471.2208,77.3794,
471.3732,75.7617,
471.5256,78.1067,
471.678,82.0562,
471.8304,83.9026,
471.9828,82.9371,
472.1352,80.3072,
472.2876,76.3196,
472.44,72.3908,
472.5924,70.8085,
472.7448,72.01,
472.8972,73.798,
473.0496,74.4233,
473.202,74.7344,
473.3544,75.4399,
473.5068,76.4774,
473.6592,77.2307,
473.8116,77.2786,
473.964,76.9269,
474.1164,76.1332,
474.2688,75.4692,
474.4212,75.3778,
474.5736,75.4433,
474.726,75.4436,
474.8784,74.7178,
475.0308,72.6024,
475.1832,69.204,
475.3356,67.2726,
475.488,69.198,
475.6404,71.9576,
475.7928,73.0059,
475.9452,73.2093,
476.0976,73.1004,
476.25,73.0338,
476.4024,72.9675,
476.5548,72.7912,
476.7072,73.4501,
476.8596,75.3672,
477.012,77.5768,
477.1644,79.2161,
477.3168,79.4666,
477.4692,78.5661,
477.6216,77.4835,
477.774,74.9924,
477.9264,70.8662,
478.0788,66.5994,
478.2312,63.6956,
478.3836,64.4943,
478.536,69.2275,0.2448444152974664
478.6884,75.6751,0.2790234843876608
478.8408,80.8558,0.3064866494778603
478.9932,81.3669,0.3091960176477217
479.1456,77.5863,0.28915485681231173
479.298,72.2215,0.26071576787145395
479.4504,67.8382,0.23747966241468718
479.6028,66.1216,0.22837987489681577
479.7552,66.2666,0.2291485275765847
479.9076,67.4332,0.23533273596429807
480.06,69.7048,0.24737460787714718
480.2124,73.588,0.2679596567466556
480.3648,76.4018,0.2828757595765441
480.5172,76.0206,0.2808549981866964
480.6696,74.6548,0.2736148200485694
480.822,74.5816,0.2732267829716102
480.9744,75.2851,0.27695607373173053
481.1268,74.0131,0.2702131343616196
481.2792,70.6851,0.25257123009768156
481.4316,67.6762,0.2366208918345315
481.584,66.2528,0.2290753730456825
481.7364,66.1794,0.22868627575813055
481.8888,67.3008,0.23463087655187456
482.0412,69.1763,0.24457300138571345
482.1936,70.3519,0.2508049192501022
482.346,71.0399,0.2544520436892817
482.4984,71.6154,0.2575027996700197
482.6508,71.5744,0.2572854564984989
482.8032,71.1563,0.2550690862542824
482.9556,68.8885,0.2430473583426962
483.108,66.6111,0.23097474032265636
483.2604,68.4467,0.24070535314323477
483.4128,72.2177,0.26069562387019096
483.5652,73.5572,0.26779638431536673
483.7176,71.9805,0.25943821410714835
483.87,71.3783,0.2562459200122734
484.0224,72.5189,0.26229230102292483
484.1748,73.9546,0.2699030227632301
484.3272,76.1837,0.28171959992511236
484.4796,77.6691,0.2895937839977246
484.632,76.6651,0.28427152682194523
484.7844,72.3707,0.2615066849736713
484.9368,67.0692,0.23340315268542983
485.0892,64.6879,0.22077975526243834
485.2416,65.9732,0.2275931986369695
485.394,68.9054,0.24313694613778655
485.5464,70.9224,0.2538291699660206
485.6988,71.5488,0.25714974954262243
485.8512,70.9582,0.2540189476621291
486.0036,70.2292,0.25015448005142876
486.156,70.9952,0.25421508662179426
486.3084,72.6489,0.26298143790823486
486.4608,74.1533,0.27095634198716173
486.6132,75.3489,0.27729428091082886
486.7656,76.8728,0.2853725555225522
486.918,78.9704,0.2964920442196785
487.0704,79.8172,0.3009809758695291
487.2228,78.5899,0.2944749935669056
487.3752,77.2417,0.2873281139609436
487.5276,76.6188,0.2840260880697155
487.68,75.0319,0.275613847121265
487.8324,73.0219,0.26495873066377845
487.9848,73.4293,0.26711837964128093
488.1372,76.2909,0.28228787280284495
488.2896,78.5715,0.2943774541923694
488.442,77.5716,0.28907693133374207
488.5944,75.2568,0.2768060539328515
488.7468,73.9249,0.2697455814902015
488.8992,74.1819,0.2711079521019299
489.0516,75.8109,0.27974336738016164
489.204,76.9413,0.28573567765058094
489.3564,78.003,0.29136380558237873
489.5088,78.8883,0.2960568277713404
489.6612,78.849,0.2958484963898582
489.8136,78.8488,0.2958474361792654
